PCTIME	PHB	RECORD	DEM0	DEM1	DEM2	DEM3	PWR0	PWR1	PWR2	PWR3	RF POWER	FREQUENCY
136623	0	0	14	37	-5	25	-71104	-74032	-64541	-53812	-40	44.600000
136623	0	0	35	38	24	29	-71197	-74116	-64619	-53880	-40	44.600000
136623	0	0	30	33	11	28	-71074	-73986	-64514	-53791	-40	44.600000
136623	0	0	5	24	-3	23	-71094	-73992	-64528	-53799	-40	44.600000
136623	0	0	14	30	-1	30	-71160	-74072	-64567	-53848	-40	44.700000
136623	0	0	5	11	5	26	-71146	-74051	-64564	-53835	-40	44.700000
136623	0	0	7	19	4	30	-71060	-73929	-64472	-53758	-40	44.700000
136623	0	0	-3	8	-11	14	-70999	-73889	-64445	-53739	-40	44.700000
136623	0	0	18	20	7	21	-71196	-74070	-64607	-53858	-40	44.700000
136623	0	0	-15	-6	-8	18	-71069	-73961	-64505	-53787	-40	44.700000
136623	0	0	2	13	0	24	-71128	-74018	-64555	-53823	-40	44.700000
136623	0	0	7	23	-12	19	-71079	-73965	-64518	-53791	-40	44.700000
136623	0	0	-5	0	-12	6	-71109	-74020	-64548	-53816	-40	44.700000
136623	0	0	20	12	8	9	-71116	-74027	-64538	-53818	-40	44.700000
136623	0	0	25	22	6	17	-71078	-73966	-64519	-53789	-40	44.700000
136623	0	0	19	25	3	28	-71159	-74060	-64569	-53848	-40	44.700000
136623	0	0	5	4	10	24	-71100	-73968	-64530	-53803	-40	44.700000
136623	0	0	16	32	8	34	-71127	-74026	-64557	-53822	-40	44.700000
136623	0	0	-5	14	-8	27	-71183	-74093	-64607	-53854	-40	44.700000
136623	0	0	17	20	4	22	-71143	-74036	-64564	-53823	-40	44.700000
137623	0	0	8	29	-8	25	-70619	-73793	-64333	-53754	-40	44.700000
137623	0	0	11	9	6	22	-70490	-73709	-64258	-53778	-40	44.700000
137623	0	0	2	8	-1	17	-70493	-73749	-64270	-53777	-40	44.700000
137623	0	0	14	15	5	13	-70455	-73697	-64246	-53752	-40	44.700000
137623	0	0	2	13	-7	19	-70529	-73799	-64307	-53791	-40	44.700000
137623	0	0	10	20	-6	14	-70542	-73778	-64316	-53818	-40	44.700000
137623	0	0	-3	3	0	20	-70492	-73730	-64275	-53784	-40	44.700000
137623	0	0	8	17	1	20	-70537	-73779	-64321	-53824	-40	44.700000
137623	0	0	-1	22	-24	10	-70511	-73761	-64287	-53799	-40	44.700000
137623	0	0	34	27	8	10	-70483	-73713	-64288	-53786	-40	44.700000
137623	0	0	8	26	2	25	-70604	-73820	-64376	-53867	-40	44.700000
137623	0	0	19	30	-1	26	-70628	-73886	-64396	-53884	-40	44.700000
137623	0	0	18	29	11	29	-70613	-73838	-64359	-53851	-40	44.700000
137623	0	0	8	19	0	30	-70570	-73825	-64338	-53836	-40	44.700000
137623	0	0	13	43	1	37	-70634	-73877	-64381	-53867	-40	44.700000
137623	0	0	19	4	18	21	-70648	-73931	-64403	-53872	-40	44.700000
137623	0	0	10	27	1	22	-70585	-73850	-64339	-53842	-40	44.700000
137623	0	0	-3	0	-10	10	-70635	-73890	-64397	-53885	-40	44.700000
137623	0	0	1	23	-14	24	-70673	-73945	-64438	-53908	-40	44.700000
137623	0	0	-12	-3	-12	15	-70417	-73691	-64208	-53720	-40	44.700000
137623	0	0	15	21	-5	20	-70478	-73771	-64256	-53767	-40	44.700000
137623	0	0	3	21	4	30	-70517	-73810	-64305	-53807	-40	44.700000
137623	0	0	14	2	-3	7	-70508	-73788	-64300	-53809	-40	44.700000
137623	0	0	8	18	-4	20	-70461	-73713	-64243	-53770	-40	44.700000
137623	0	0	-9	-6	-15	9	-70469	-73729	-64275	-53776	-40	44.700000
138623	0	0	16	4	-3	14	-70542	-73793	-64314	-53813	-40	44.700000
138623	0	0	13	15	16	28	-70538	-73781	-64328	-53803	-40	44.700000
138623	0	0	6	3	-1	18	-70584	-73823	-64365	-53842	-40	44.700000
138623	0	0	17	18	15	30	-70646	-73889	-64424	-53888	-40	44.700000
138623	0	0	30	36	24	29	-70561	-73816	-64346	-53844	-40	44.700000
138623	0	0	28	39	18	35	-70480	-73749	-64281	-53786	-40	44.700000
138623	0	0	5	18	-4	24	-70434	-73705	-64228	-53735	-40	44.700000
138623	0	0	9	31	4	32	-70539	-73806	-64309	-53809	-40	44.700000
138623	0	0	3	19	-13	11	-70508	-73750	-64289	-53789	-40	44.700000
138623	0	0	10	32	-8	25	-70525	-73782	-64297	-53803	-40	44.800000
138623	0	0	16	17	10	23	-70508	-73750	-64276	-53789	-40	44.800000
138623	0	0	14	33	8	33	-70570	-73814	-64322	-53833	-40	44.800000
138623	0	0	-4	8	-8	16	-70498	-73746	-64258	-53793	-40	44.800000
138623	0	0	12	19	1	19	-70468	-73686	-64240	-53763	-40	44.800000
138623	0	0	6	24	-15	25	-70637	-73872	-64399	-53876	-40	44.800000
138623	0	0	8	18	-11	14	-70505	-73738	-64259	-53787	-40	44.800000
138623	0	0	-1	4	-17	8	-70523	-73763	-64288	-53807	-40	44.800000
138623	0	0	2	20	-23	17	-70520	-73770	-64292	-53793	-40	44.800000
138623	0	0	10	16	1	29	-70597	-73842	-64349	-53840	-40	44.800000
138623	0	0	9	11	21	34	-70503	-73748	-64263	-53776	-40	44.800000
138623	0	0	0	22	-4	28	-70627	-73876	-64378	-53868	-40	44.800000
138623	0	0	6	19	-12	5	-70589	-73862	-64354	-53849	-40	44.800000
138623	0	0	15	24	-7	20	-70591	-73856	-64342	-53827	-40	44.800000
138623	0	0	-5	9	-9	19	-70520	-73771	-64306	-53798	-40	44.800000
138623	0	0	16	28	11	34	-70573	-73833	-64351	-53841	-40	44.800000
139623	0	0	6	16	7	24	-70204	-73713	-64199	-53850	-40	44.800000
139623	0	0	15	21	5	20	-70012	-73482	-64083	-53737	-40	44.800000
139623	0	0	0	6	-13	8	-69993	-73486	-64063	-53724	-40	44.800000
139623	0	0	19	30	5	26	-70035	-73529	-64111	-53764	-40	44.800000
139623	0	0	23	22	4	19	-70083	-73571	-64136	-53777	-40	44.800000
139623	0	0	21	28	16	35	-70075	-73590	-64125	-53770	-40	44.800000
139623	0	0	14	16	4	25	-70152	-73654	-64192	-53829	-40	44.800000
139623	0	0	6	29	-16	17	-70118	-73605	-64193	-53822	-40	44.800000
139623	0	0	17	45	3	38	-70020	-73492	-64099	-53750	-40	44.800000
139623	0	0	20	44	-2	28	-70034	-73502	-64101	-53746	-40	44.800000
139623	0	0	0	11	-13	8	-69972	-73432	-64062	-53719	-40	44.800000
139623	0	0	2	12	-14	12	-69980	-73465	-64040	-53698	-40	44.800000
139623	0	0	-5	11	-4	16	-70072	-73553	-64127	-53770	-40	44.800000
139623	0	0	27	31	15	23	-69996	-73470	-64053	-53720	-40	44.800000
139623	0	0	-1	7	-5	20	-70053	-73532	-64108	-53749	-40	44.800000
139623	0	0	15	23	3	24	-70006	-73500	-64082	-53738	-40	44.800000
139623	0	0	31	24	16	23	-70032	-73516	-64110	-53761	-40	44.800000
139623	0	0	0	12	-3	23	-70043	-73527	-64111	-53750	-40	44.800000
139623	0	0	0	7	-10	13	-70066	-73567	-64154	-53775	-40	44.800000
139623	0	0	1	19	-5	21	-70061	-73563	-64136	-53768	-40	44.800000
139623	0	0	3	3	6	19	-69976	-73500	-64068	-53715	-40	44.800000
139623	0	0	0	7	-8	14	-70082	-73578	-64142	-53772	-40	44.800000
139623	0	0	23	18	8	15	-70065	-73561	-64136	-53755	-40	44.800000
139623	0	0	1	7	-15	15	-70065	-73558	-64138	-53774	-40	44.800000
139623	0	0	-3	-2	-10	4	-70087	-73576	-64177	-53794	-40	44.800000
140623	0	0	3	19	-14	19	-70107	-73579	-64173	-53783	-40	44.800000
140623	0	0	4	17	-11	13	-70048	-73502	-64119	-53752	-40	44.800000
140623	0	0	21	36	15	33	-70107	-73613	-64171	-53796	-40	44.800000
140623	0	0	17	15	5	14	-70110	-73596	-64171	-53810	-40	44.800000
140623	0	0	8	16	7	21	-70085	-73581	-64165	-53788	-40	44.800000
140623	0	0	18	31	16	33	-70056	-73529	-64135	-53761	-40	44.800000
140623	0	0	6	14	8	30	-70054	-73530	-64140	-53764	-40	44.800000
140623	0	0	9	29	5	36	-70098	-73594	-64162	-53801	-40	44.800000
140623	0	0	5	8	-8	10	-70082	-73576	-64161	-53788	-40	44.800000
140623	0	0	-15	-11	-22	1	-70140	-73613	-64211	-53808	-40	44.900000
140623	0	0	29	31	22	32	-70167	-73671	-64246	-53865	-40	44.900000
140623	0	0	16	16	1	10	-70225	-73714	-64293	-53888	-40	44.900000
140623	0	0	20	34	1	22	-70206	-73710	-64262	-53870	-40	44.900000
140623	0	0	3	21	-6	20	-70078	-73578	-64147	-53772	-40	44.900000
140623	0	0	20	17	1	15	-70098	-73582	-64164	-53781	-40	44.900000
140623	0	0	11	15	5	28	-70119	-73604	-64187	-53809	-40	44.900000
140623	0	0	13	4	9	29	-70132	-73629	-64187	-53805	-40	44.900000
140623	0	0	30	27	17	33	-70145	-73644	-64224	-53829	-40	44.900000
140623	0	0	7	20	1	21	-70122	-73611	-64195	-53811	-40	44.900000
140623	0	0	26	30	5	14	-70107	-73625	-64187	-53820	-40	44.900000
140623	0	0	2	10	1	26	-70118	-73607	-64199	-53810	-40	44.900000
140623	0	0	11	19	16	38	-70161	-73650	-64237	-53832	-40	44.900000
140623	0	0	31	29	0	17	-70093	-73612	-64169	-53790	-40	44.900000
140623	0	0	-3	3	-1	18	-70145	-73671	-64230	-53835	-40	44.900000
140623	0	0	12	17	20	32	-70074	-73589	-64149	-53768	-40	44.900000
141623	0	0	18	37	-11	11	-69760	-73482	-64034	-53789	-40	44.900000
141623	0	0	-1	11	-7	29	-69785	-73526	-64100	-53824	-40	44.900000
141623	0	0	33	45	17	29	-69754	-73488	-64077	-53812	-40	44.900000
141623	0	0	5	15	-8	16	-69769	-73504	-64087	-53809	-40	44.900000
141623	0	0	12	22	-6	16	-69796	-73521	-64105	-53832	-40	44.900000
141623	0	0	16	20	-1	12	-69726	-73446	-64050	-53777	-40	44.900000
141623	0	0	11	0	4	2	-69814	-73553	-64119	-53840	-40	44.900000
141623	0	0	15	50	-4	33	-69799	-73537	-64110	-53853	-40	44.900000
141623	0	0	36	32	29	30	-69785	-73515	-64098	-53829	-40	44.900000
141623	0	0	21	28	18	37	-69741	-73478	-64057	-53794	-40	44.900000
141623	0	0	6	13	8	23	-69795	-73496	-64107	-53834	-40	44.900000
141623	0	0	10	26	1	23	-69738	-73442	-64058	-53796	-40	44.900000
141623	0	0	6	13	-10	13	-69790	-73490	-64109	-53834	-40	44.900000
141623	0	0	-5	12	-15	14	-69743	-73434	-64061	-53803	-40	44.900000
141623	0	0	17	18	15	25	-69762	-73469	-64067	-53809	-40	44.900000
141623	0	0	12	18	12	30	-69720	-73410	-64023	-53783	-40	44.900000
141623	0	0	-2	-3	-3	10	-69829	-73558	-64136	-53856	-40	44.900000
141623	0	0	1	15	-5	22	-69692	-73390	-64011	-53763	-40	44.900000
141623	0	0	0	5	-20	7	-69636	-73330	-63988	-53733	-40	44.900000
141623	0	0	18	19	3	20	-69694	-73383	-64026	-53762	-40	44.900000
141623	0	0	15	32	11	36	-69734	-73460	-64053	-53802	-40	44.900000
141623	0	0	17	13	14	20	-69745	-73452	-64088	-53833	-40	44.900000
141623	0	0	8	24	12	32	-69743	-73486	-64075	-53816	-40	44.900000
141623	0	0	-1	15	-9	22	-69725	-73458	-64041	-53775	-40	44.900000
141623	0	0	31	30	20	21	-69701	-73416	-64018	-53768	-40	44.900000
142617	0	0	2	16	-17	10	-69800	-73519	-64115	-53848	-40	44.900000
142617	0	0	7	22	-1	27	-69650	-73348	-63966	-53723	-40	44.900000
142617	0	0	8	24	1	21	-69617	-73316	-63937	-53698	-40	44.900000
142617	0	0	19	24	5	18	-69767	-73480	-64067	-53803	-40	44.900000
142617	0	0	11	21	15	35	-69709	-73414	-64030	-53775	-40	44.900000
142617	0	0	18	27	0	12	-69844	-73543	-64154	-53874	-40	44.900000
142617	0	0	11	5	7	18	-69757	-73479	-64078	-53803	-40	44.900000
142617	0	0	8	18	0	21	-69752	-73451	-64084	-53804	-40	44.900000
142617	0	0	17	23	16	30	-69696	-73413	-64025	-53756	-40	44.900000
142617	0	0	15	30	2	28	-69842	-73583	-64148	-53870	-40	44.900000
142617	0	0	15	23	2	12	-69692	-73411	-64025	-53782	-40	44.900000
142617	0	0	5	8	-10	11	-69806	-73541	-64116	-53865	-40	44.900000
142617	0	0	1	4	4	19	-69764	-73451	-64092	-53819	-40	44.900000
142617	0	0	7	7	-1	17	-69748	-73425	-64074	-53805	-40	44.900000
142617	0	0	-9	-5	-17	12	-69805	-73507	-64114	-53847	-40	44.900000
142617	0	0	-1	1	-10	8	-69732	-73469	-64040	-53790	-40	44.900000
142617	0	0	5	26	9	37	-69747	-73468	-64059	-53793	-40	44.900000
142617	0	0	2	25	-15	22	-69649	-73379	-63977	-53740	-40	44.900000
142617	0	0	0	12	8	31	-69782	-73495	-64095	-53825	-40	44.900000
142617	0	0	18	32	4	26	-69683	-73385	-64033	-53773	-40	44.900000
142617	0	0	0	1	-1	24	-69806	-73490	-64127	-53829	-40	45.000000
142617	0	0	9	14	-3	16	-69770	-73475	-64091	-53824	-40	45.000000
142617	0	0	21	30	7	20	-69682	-73371	-63993	-53732	-40	45.000000
142617	0	0	7	11	-4	15	-69707	-73378	-64007	-53746	-40	45.000000
142617	0	0	35	36	10	25	-69712	-73410	-64035	-53777	-40	45.000000
143618	0	0	17	25	8	27	-69360	-73237	-63864	-53738	-40	45.000000
143618	0	0	-4	9	-8	16	-69337	-73211	-63905	-53706	-40	45.000000
143618	0	0	14	27	7	31	-69408	-73259	-63961	-53745	-40	45.000000
143618	0	0	6	20	-1	24	-69362	-73245	-63922	-53727	-40	45.000000
143618	0	0	19	39	9	35	-69259	-73104	-63809	-53626	-40	45.000000
143618	0	0	21	37	-1	30	-69309	-73185	-63867	-53666	-40	45.000000
143618	0	0	4	24	1	37	-69292	-73163	-63847	-53669	-40	45.000000
143618	0	0	15	18	9	22	-69262	-73134	-63846	-53656	-40	45.000000
143618	0	0	31	33	11	29	-69331	-73183	-63885	-53689	-40	45.000000
143618	0	0	7	15	12	26	-69345	-73206	-63899	-53703	-40	45.000000
143618	0	0	1	8	-2	21	-69291	-73173	-63866	-53666	-40	45.000000
143618	0	0	5	12	3	22	-69312	-73203	-63852	-53667	-40	45.000000
143618	0	0	34	23	17	27	-69242	-73101	-63825	-53636	-40	45.000000
143618	0	0	-18	8	-21	21	-69289	-73143	-63839	-53642	-40	45.000000
143618	0	0	9	-1	7	17	-69177	-73035	-63750	-53571	-40	45.000000
143618	0	0	13	27	-3	20	-69187	-73045	-63775	-53590	-40	45.000000
143618	0	0	9	18	-5	18	-69265	-73128	-63852	-53661	-40	45.000000
143618	0	0	29	26	18	25	-69225	-73036	-63800	-53612	-40	45.000000
143618	0	0	0	3	11	27	-69293	-73157	-63905	-53696	-40	45.000000
143618	0	0	19	29	4	29	-69269	-73112	-63838	-53638	-40	45.000000
143618	0	0	22	21	12	25	-69333	-73203	-63916	-53699	-40	45.000000
143618	0	0	21	19	21	26	-69188	-73071	-63772	-53601	-40	45.000000
143618	0	0	32	31	23	25	-69202	-73092	-63774	-53619	-40	45.000000
143618	0	0	4	21	-5	20	-69312	-73221	-63868	-53669	-40	45.000000
143618	0	0	9	5	-12	14	-69265	-73138	-63825	-53647	-40	45.000000
144623	0	0	28	35	24	40	-69341	-73219	-63901	-53701	-40	45.000000
144623	0	0	0	5	2	23	-69296	-73163	-63857	-53670	-40	45.000000
144623	0	0	11	17	-15	3	-69388	-73293	-63947	-53744	-40	45.000000
144623	0	0	15	15	4	9	-69364	-73267	-63915	-53728	-40	45.000000
144623	0	0	27	27	9	20	-69361	-73242	-63916	-53715	-40	45.000000
144623	0	0	10	27	9	35	-69371	-73229	-63926	-53720	-40	45.000000
144623	0	0	-1	1	0	24	-69473	-73336	-64023	-53807	-40	45.000000
144623	0	0	16	25	13	32	-69418	-73309	-63977	-53777	-40	45.000000
144623	0	0	2	27	-9	20	-69354	-73217	-63911	-53713	-40	45.000000
144623	0	0	24	35	11	27	-69305	-73183	-63887	-53695	-40	45.100000
144623	0	0	37	40	27	33	-69301	-73161	-63881	-53691	-40	45.100000
144623	0	0	7	2	1	13	-69354	-73217	-63918	-53713	-40	45.100000
144623	0	0	5	32	-2	30	-69422	-73278	-63976	-53771	-40	45.100000
144623	0	0	7	22	-5	24	-69434	-73283	-63977	-53771	-40	45.100000
144623	0	0	-10	10	-11	23	-69467	-73308	-64025	-53796	-40	45.100000
144623	0	0	21	26	19	38	-69398	-73245	-63956	-53739	-40	45.100000
144623	0	0	3	3	-8	12	-69364	-73231	-63942	-53739	-40	45.100000
144623	0	0	14	18	-2	22	-69359	-73245	-63917	-53726	-40	45.100000
144623	0	0	0	-4	-3	16	-69313	-73197	-63887	-53720	-40	45.100000
144623	0	0	11	26	-6	29	-69322	-73187	-63890	-53722	-40	45.100000
144623	0	0	12	21	13	30	-69333	-73215	-63925	-53731	-40	45.100000
144623	0	0	17	30	-1	30	-69386	-73255	-63956	-53757	-40	45.100000
144623	0	0	5	13	-2	17	-69357	-73263	-63939	-53764	-40	45.100000
144623	0	0	12	12	0	18	-69376	-73244	-63941	-53741	-40	45.100000
144623	0	0	-1	19	-10	28	-69391	-73304	-63970	-53767	-40	45.100000
145623	0	0	8	13	7	19	-69129	-73183	-63831	-53739	-40	45.100000
145623	0	0	26	27	12	17	-69122	-73207	-63873	-53763	-40	45.100000
145623	0	0	12	33	-6	26	-69090	-73150	-63837	-53740	-40	45.100000
145623	0	0	-17	-5	-25	0	-69112	-73195	-63858	-53745	-40	45.100000
145623	0	0	-10	-5	-19	11	-69183	-73258	-63920	-53823	-40	45.100000
145623	0	0	16	15	2	24	-69235	-73285	-63954	-53848	-40	45.100000
145623	0	0	18	19	9	28	-69164	-73196	-63884	-53795	-40	45.100000
145623	0	0	20	36	5	30	-69105	-73151	-63837	-53757	-40	45.100000
145623	0	0	4	20	-5	15	-69047	-73094	-63805	-53734	-40	45.100000
145623	0	0	19	18	13	21	-69179	-73208	-63904	-53797	-40	45.100000
145623	0	0	-10	5	-17	18	-69164	-73204	-63902	-53791	-40	45.100000
145623	0	0	14	23	8	29	-69245	-73257	-63962	-53841	-40	45.100000
145623	0	0	12	20	1	23	-69147	-73202	-63868	-53772	-40	45.100000
145623	0	0	26	28	-4	17	-69088	-73126	-63828	-53764	-40	45.100000
145623	0	0	38	34	26	39	-69046	-73092	-63791	-53716	-40	45.100000
145623	0	0	5	32	-4	24	-69132	-73169	-63851	-53766	-40	45.100000
145623	0	0	10	13	13	24	-68994	-73054	-63715	-53660	-40	45.100000
145623	0	0	7	3	-6	9	-68979	-73019	-63702	-53652	-40	45.100000
145623	0	0	13	18	9	29	-69000	-73069	-63754	-53692	-40	45.100000
145623	0	0	15	16	15	27	-69046	-73121	-63778	-53711	-40	45.100000
145623	0	0	15	13	-2	15	-69039	-73115	-63772	-53697	-40	45.100000
145623	0	0	5	9	14	38	-68943	-73026	-63710	-53658	-40	45.100000
145623	0	0	14	30	17	35	-68999	-73083	-63731	-53658	-40	45.100000
145623	0	0	5	12	-3	22	-69029	-73097	-63766	-53685	-40	45.100000
145623	0	0	26	34	3	27	-69071	-73139	-63812	-53724	-40	45.100000
146623	0	0	10	33	1	33	-69025	-73070	-63746	-53668	-40	45.100000
146623	0	0	24	28	2	18	-69029	-73046	-63755	-53677	-40	45.100000
146623	0	0	4	13	-1	24	-69043	-73135	-63772	-53714	-40	45.100000
146623	0	0	15	35	7	35	-69040	-73122	-63802	-53733	-40	45.100000
146623	0	0	28	33	1	17	-69047	-73103	-63786	-53711	-40	45.100000
146623	0	0	17	11	6	17	-68956	-73020	-63702	-53641	-40	45.100000
146623	0	0	-6	10	-18	20	-68990	-73049	-63727	-53670	-40	45.100000
146623	0	0	12	24	10	31	-68937	-73012	-63707	-53634	-40	45.100000
146623	0	0	15	30	5	34	-68977	-73021	-63742	-53666	-40	45.100000
146623	0	0	31	25	11	17	-69010	-73072	-63778	-53700	-40	45.200000
146623	0	0	17	24	11	31	-69014	-73061	-63762	-53700	-40	45.200000
146623	0	0	4	8	-2	13	-69016	-73048	-63768	-53710	-40	45.200000
146623	0	0	-1	12	-1	11	-69115	-73162	-63848	-53772	-40	45.200000
146623	0	0	-4	6	-6	16	-69143	-73161	-63876	-53786	-40	45.200000
146623	0	0	-4	19	-18	26	-69010	-73055	-63756	-53692	-40	45.200000
146623	0	0	15	45	0	40	-69032	-73077	-63765	-53702	-40	45.200000
146623	0	0	11	31	-1	32	-69041	-73074	-63811	-53722	-40	45.200000
146623	0	0	9	5	7	13	-69098	-73129	-63830	-53741	-40	45.200000
146623	0	0	16	24	10	21	-69035	-73106	-63792	-53720	-40	45.200000
146623	0	0	19	38	10	37	-69160	-73199	-63900	-53776	-40	45.200000
146623	0	0	-16	6	-20	22	-69099	-73155	-63859	-53753	-40	45.200000
146623	0	0	-7	4	-9	20	-69150	-73165	-63886	-53776	-40	45.200000
146623	0	0	3	5	7	21	-69106	-73155	-63867	-53770	-40	45.200000
146623	0	0	22	19	29	26	-69031	-73085	-63786	-53709	-40	45.200000
146623	0	0	38	53	24	37	-69061	-73112	-63814	-53724	-40	45.200000
147623	0	0	24	28	15	32	-68945	-73156	-63777	-53795	-40	45.200000
147623	0	0	13	17	11	23	-68896	-73107	-63770	-53763	-40	45.200000
147623	0	0	9	21	11	34	-68869	-73075	-63751	-53755	-40	45.200000
147623	0	0	5	8	-6	15	-68784	-72995	-63641	-53666	-40	45.200000
147623	0	0	1	17	5	34	-68647	-72890	-63542	-53592	-40	45.200000
147623	0	0	13	20	8	20	-68681	-72892	-63566	-53613	-40	45.200000
147623	0	0	19	18	10	24	-68705	-72936	-63584	-53645	-40	45.200000
147623	0	0	16	18	11	25	-68701	-72934	-63588	-53639	-40	45.200000
147623	0	0	17	21	1	24	-68755	-72997	-63640	-53678	-40	45.200000
147623	0	0	24	29	16	35	-68763	-72995	-63655	-53675	-40	45.200000
147623	0	0	6	20	-8	18	-68838	-73071	-63725	-53735	-40	45.200000
147623	0	0	9	16	-8	19	-68761	-72987	-63652	-53681	-40	45.200000
147623	0	0	40	43	19	33	-68715	-72963	-63593	-53638	-40	45.200000
147623	0	0	20	17	5	17	-68780	-73031	-63677	-53696	-40	45.200000
147623	0	0	1	14	-3	23	-68705	-72916	-63593	-53622	-40	45.200000
147623	0	0	-4	1	-8	17	-68749	-72967	-63619	-53644	-40	45.200000
147623	0	0	-1	13	-23	6	-68783	-73012	-63671	-53695	-40	45.200000
147623	0	0	25	33	14	33	-68741	-72960	-63639	-53675	-40	45.200000
147623	0	0	20	35	-9	23	-68731	-72956	-63628	-53662	-40	45.200000
147623	0	0	15	14	9	17	-68687	-72947	-63590	-53623	-40	45.200000
147623	0	0	14	26	5	29	-68786	-73014	-63678	-53681	-40	45.200000
147623	0	0	8	16	0	17	-68650	-72877	-63572	-53607	-40	45.200000
147623	0	0	14	35	5	33	-68618	-72839	-63522	-53569	-40	45.200000
147623	0	0	-9	1	-17	19	-68723	-72962	-63620	-53655	-40	45.200000
147623	0	0	-2	25	-14	31	-68783	-73029	-63687	-53705	-40	45.200000
148623	0	0	22	24	14	26	-68785	-72984	-63688	-53698	-40	45.200000
148623	0	0	9	13	7	20	-68799	-73035	-63707	-53715	-40	45.200000
148623	0	0	17	20	16	29	-68826	-73029	-63727	-53731	-40	45.200000
148623	0	0	6	10	2	12	-68697	-72925	-63609	-53633	-40	45.200000
148623	0	0	-2	19	4	28	-68815	-73017	-63730	-53728	-40	45.200000
148623	0	0	11	15	3	31	-68828	-73048	-63727	-53731	-40	45.200000
148623	0	0	-7	5	-8	17	-68888	-73121	-63759	-53768	-40	45.200000
148623	0	0	9	14	0	22	-68699	-72904	-63607	-53636	-40	45.200000
148623	0	0	12	26	-3	19	-68757	-72975	-63630	-53677	-40	45.200000
148623	0	0	32	19	33	30	-68665	-72906	-63580	-53629	-40	45.300000
148623	0	0	9	34	-6	29	-68764	-72985	-63655	-53676	-40	45.300000
148623	0	0	-4	12	-9	26	-68724	-72945	-63622	-53647	-40	45.300000
148623	0	0	11	21	3	33	-68850	-73075	-63731	-53762	-40	45.300000
148623	0	0	2	18	-8	17	-68854	-73032	-63733	-53737	-40	45.300000
148623	0	0	16	12	12	28	-68790	-73000	-63678	-53681	-40	45.300000
148623	0	0	19	15	7	16	-68850	-73065	-63735	-53726	-40	45.300000
148623	0	0	26	36	13	28	-68771	-73001	-63669	-53692	-40	45.300000
148623	0	0	16	16	16	27	-68805	-73017	-63705	-53728	-40	45.300000
148623	0	0	15	27	2	30	-68803	-73018	-63719	-53719	-40	45.300000
148623	0	0	-16	5	-14	22	-68787	-72995	-63663	-53682	-40	45.300000
148623	0	0	15	21	6	19	-68804	-73025	-63674	-53703	-40	45.300000
148623	0	0	13	16	6	18	-68767	-72966	-63654	-53672	-40	45.300000
148623	0	0	13	19	0	18	-68819	-73034	-63693	-53732	-40	45.300000
148623	0	0	16	29	-2	27	-68880	-73086	-63758	-53766	-40	45.300000
148623	0	0	19	35	-3	24	-68828	-73039	-63714	-53723	-40	45.300000
149623	0	0	1	9	1	25	-68516	-72930	-63489	-53673	-40	45.300000
149623	0	0	10	16	7	25	-68580	-72951	-63579	-53683	-40	45.300000
149623	0	0	3	9	-5	18	-68513	-72881	-63518	-53641	-40	45.300000
149623	0	0	34	45	7	29	-68585	-72958	-63579	-53697	-40	45.300000
149623	0	0	9	4	8	23	-68492	-72876	-63483	-53623	-40	45.300000
149623	0	0	19	31	-2	20	-68581	-72929	-63554	-53665	-40	45.300000
149623	0	0	11	6	12	21	-68543	-72912	-63531	-53657	-40	45.300000
149623	0	0	-4	1	-16	6	-68552	-72925	-63541	-53666	-40	45.300000
149623	0	0	10	11	2	24	-68641	-72995	-63624	-53706	-40	45.300000
149623	0	0	7	18	2	31	-68618	-72942	-63585	-53709	-40	45.300000
149623	0	0	15	27	1	32	-68627	-72979	-63620	-53705	-40	45.300000
149623	0	0	19	38	8	36	-68566	-72921	-63567	-53685	-40	45.300000
149623	0	0	9	28	-7	21	-68578	-72953	-63559	-53688	-40	45.300000
149623	0	0	-5	8	-7	27	-68599	-72943	-63590	-53693	-40	45.300000
149623	0	0	12	19	-2	20	-68564	-72917	-63525	-53665	-40	45.300000
149623	0	0	22	29	-2	22	-68511	-72893	-63490	-53640	-40	45.300000
149623	0	0	6	21	-1	28	-68555	-72910	-63524	-53651	-40	45.300000
149623	0	0	37	38	16	30	-68582	-72953	-63549	-53673	-40	45.300000
149623	0	0	27	46	15	37	-68542	-72910	-63528	-53665	-40	45.300000
149623	0	0	17	13	-2	7	-68399	-72782	-63383	-53557	-40	45.300000
149623	0	0	16	20	14	26	-68422	-72794	-63411	-53559	-40	45.300000
149623	0	0	14	34	0	25	-68605	-73004	-63574	-53695	-40	45.300000
149623	0	0	36	47	15	31	-68631	-72996	-63604	-53706	-40	45.300000
149623	0	0	7	16	-1	27	-68626	-73000	-63612	-53707	-40	45.300000
149623	0	0	17	28	8	34	-68557	-72932	-63546	-53655	-40	45.300000
150623	0	0	10	20	0	18	-68503	-72869	-63499	-53623	-40	45.300000
150623	0	0	11	12	10	17	-68523	-72872	-63525	-53639	-40	45.300000
150623	0	0	6	-2	-9	7	-68496	-72851	-63499	-53627	-40	45.300000
150623	0	0	6	12	5	25	-68538	-72903	-63558	-53662	-40	45.300000
150623	0	0	-7	5	-8	20	-68604	-72954	-63601	-53692	-40	45.300000
150623	0	0	12	19	5	29	-68578	-72938	-63569	-53675	-40	45.300000
